Category,Subcategory,Neurotransmitter_System,Mode_of_Action,Drug_Name,Classification_Type,PubChem_CID,ChEMBL_ID,DrugBank_ID,KEGG_Drug_ID,Molecular_Formula,Molecular_Weight,SMILES,InChI_Key,Target_Genes,Target_Proteins,Primary_Pathway,Secondary_Pathways,Half_Life_Hours,Bioavailability_Percent,Protein_Binding_Percent,Metabolism_Enzymes,Active_Metabolites,Common_Side_Effects,Serious_Side_Effects,FDA_Black_Box_Warning,Contraindications,Drug_Interactions,Pregnancy_Category,Generic_Available,Brand_Names
Opioid,,Opioid,"Receptor antagonist (μ,κ)",Naltrexone,NbN_Glossary,5360515,CHEMBL1201385,DB00704,D05113,C20H23NO4,341.4,CC(C)(C)NC[C@@H]1CC[C@@]23C4=C5C=CC(=C4[C@H]1[C@@H]2O)O[C@H]3[C@@H](C5)O,DQJZSLGEXPSCLG-UWRYKDSZSA-N,"OPRM1, OPRK1, OPRD1","μ-opioid receptor, κ-opioid receptor",Opioid receptor antagonism,Dopamine pathway modulation,4-13,5-12,21,"AKR1C1, AKR1C2",6β-naltrexol,"Nausea, headache, anxiety, fatigue","Hepatotoxicity, depression, suicide ideation",Yes - hepatotoxicity,"Acute hepatitis, liver failure, opioid dependence",Opioid medications,C,Yes,"ReVia, Vivitrol"
Orexin,,Orexin,"Receptor antagonist (OR1, OR2)",Suvorexant,NbN_Glossary,10220503,CHEMBL2105715,DB08882,D10515,C23H23ClN6O2,450.9,CN1CCN(CC1)C(=O)C2=NN(C=C2C(=O)NC3=CC=C(C=C3)C#N)C4=NC5=C(C=CC(=C5)Cl)C=C4,XZPVPNZTDBMKJR-UHFFFAOYSA-N,"HCRTR1, HCRTR2","Orexin receptor 1, Orexin receptor 2",Orexin signaling pathway,"Sleep-wake regulation, Arousal pathway",12,82,99.5,"CYP3A4, CYP2C19",None significant,"Somnolence, fatigue, dry mouth","Sleep paralysis, hallucinations, cataplexy-like symptoms",No,Narcolepsy,"Strong CYP3A inhibitors, digoxin",C,No,Belsomra
Serotonergic,,Serotonin,"Receptor agonist (5-HT1A), receptor antagonist (5-HT2A)",Flibanserin,NbN_Glossary,9913027,CHEMBL1201606,DB06624,D10604,C20H21F3N4O,390.4,CC1=NC2=C(C=CC(=C2)C(F)(F)F)C(=C1)C3=CC=CC=N3,YLMKFLFRPDSZ-UHFFFAOYSA-N,"HTR1A, HTR2A","5-HT1A receptor (agonist), 5-HT2A receptor (antagonist)",Serotonin receptor modulation,Dopamine and norepinephrine modulation,11,33,98,"CYP3A4, CYP2C19",None significant,"Dizziness, nausea, fatigue, somnolence","Hypotension, syncope, CNS depression",Yes - hypotension and syncope with alcohol,Alcohol use,"Alcohol, moderate/strong CYP3A4 inhibitors",C,No,Addyi
Serotonergic,,Serotonin,Receptor antagonist (5-HT2) receptor agonist (5-HT1A),Nefazodone,NbN_Glossary,4449,CHEMBL621,DB01149,D08246,C25H32ClN5O2,470,CCN1CCN(CC1)C2=NC3=CC=CC=C3N=C2NC(=O)C4=CC=C(C=C4)C(F)(F)F,VRBKIVRKKWLGES-UHFFFAOYSA-N,"HTR2A, HTR1A, SLC6A4","5-HT2A receptor (antagonist), 5-HT1A receptor (agonist), SERT",Serotonin receptor modulation,Norepinephrine reuptake inhibition,2-4,20,99,CYP3A4,"Hydroxynefazodone, mCPP","Somnolence, dry mouth, nausea, dizziness","Hepatotoxicity, priapism",Yes - hepatotoxicity,"Hepatic impairment, MAOIs","MAOIs, CYP3A4 inhibitors, digoxin",C,Yes,Serzone
Serotonergic,,Serotonin,Receptor antagonist (5-HT2) receptor agonist (5-HT1A),Trazodone,NbN_Glossary,5533,CHEMBL637,DB00656,D08615,C19H22ClN5O,371.9,CCN1CCN(CC1)C2=NC3=CC=CC=C3N=C2NC(=O)C4=CC=CC=N4,PHLBKKMHBISZLW-UHFFFAOYSA-N,"HTR2A, HTR1A, SLC6A4","5-HT2A receptor (antagonist), 5-HT1A receptor (agonist), SERT",Serotonin receptor modulation,"α1-adrenergic antagonism, H1 antagonism",5-9,65,89-95,CYP3A4,mCPP (active),"Somnolence, dizziness, dry mouth, nausea","Priapism, cardiac arrhythmias, serotonin syndrome",No,Concurrent MAOI use,"MAOIs, CYP3A4 inhibitors, QT-prolonging drugs",C,Yes,"Desyrel, Oleptro"
Serotonergic,,Serotonin,Receptor antagonist (5-HT2A),Pimavanserin,NbN_Glossary,6918485,CHEMBL2108647,DB06654,D10575,C25H34FN3O2,427.6,CCCCN1CCN(CC1)C(=O)C2=CC=C(C=C2)N3C=CC(=N3)C4=CC=C(C=C4)F,FAUKMRFOQAKJBV-UHFFFAOYSA-N,HTR2A,5-HT2A receptor,Serotonin receptor antagonism,Inverse agonism at 5-HT2A,57,73,95,"CYP3A4, CYP3A5",AC-279 (active),"Peripheral edema, confusional state, hallucination","QT prolongation, death in dementia patients",Yes - increased mortality in dementia-related psychosis,Dementia-related psychosis,"Strong CYP3A4 inhibitors, QT-prolonging drugs",C,No,Nuplazid
Serotonergic,,Serotonin,Receptor partial agonist (5-HT1A),Buspirone,NbN_Glossary,2477,CHEMBL1508,DB00490,D00556,C21H31N5O2,385.5,CCCCCCCCN1CCN(CC1)C(=O)C2=CN=CN3C2=CC=C3C4=CC=CC=N4,QWAHUCCGQNVBQX-UHFFFAOYSA-N,HTR1A,5-HT1A receptor,5-HT1A partial agonism,Dopamine D2 receptor antagonism,2-3,4,95,CYP3A4,"1-PP, 6-OH-buspirone","Dizziness, nausea, headache, nervousness",Serotonin syndrome (rare),No,MAOIs,"MAOIs, CYP3A4 inhibitors, grapefruit juice",B,Yes,BuSpar
Serotonergic,,Serotonin,Receptor partial agonist (5-HT1A),Tandospirone,NbN_Glossary,121965,CHEMBL265724,DB13396,D01121,C21H29N5O2,383.5,CCCCCCN1CCN(CC1)C(=O)C2=CN=CN3C2=CC=C3C4=CC=CC=N4,SGKDLNYGPGXBPQ-UHFFFAOYSA-N,HTR1A,5-HT1A receptor,5-HT1A partial agonism,Weak dopamine D2 receptor antagonism,1-2,10,95,CYP3A4,"1-PP, Hydroxytandospirone","Somnolence, dizziness, nausea",Serotonin syndrome (rare),No,MAOIs,"MAOIs, CYP3A4 inhibitors",C,Yes,Sediel
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Citalopram,NbN_Glossary,2771,CHEMBL2107859,DB00215,D07704,C20H21FN2O,324.4,CN(C)CCC[C@H]1OCC2=C(C=CC(=C2)C#N)C3=C1C=C(C=C3)F,SNPPWIUOZRMYNY-UHFFFAOYSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,Minimal other neurotransmitter effects,35,80,80,"CYP2C19, CYP3A4, CYP2D6","Desmethylcitalopram, didesmethylcitalopram","Nausea, somnolence, insomnia, dry mouth","QT prolongation, serotonin syndrome",Yes - increased suicide risk in youth,"MAOIs, QT prolongation","MAOIs, QT-prolonging drugs, NSAIDs",C,Yes,Celexa
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Escitalopram,NbN_Glossary,146570,CHEMBL1508,DB01175,D07913,C20H21FN2O,324.4,CN(C)CCC[C@@H]1OCC2=C(C=CC(=C2)C#N)C3=C1C=C(C=C3)F,SNPPWIUOZRMYNY-LJQANCHMSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,Allosteric modulation of SERT,27-32,80,56,"CYP2C19, CYP3A4, CYP2D6","S-desmethylcitalopram, S-didesmethylcitalopram","Nausea, insomnia, ejaculatory dysfunction, fatigue","QT prolongation, serotonin syndrome, hyponatremia",Yes - increased suicide risk in youth,"MAOIs, pimozide","MAOIs, cimetidine, QT-prolonging drugs",C,Yes,Lexapro
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Fluoxetine,NbN_Glossary,3386,CHEMBL41,DB00472,D00326,C17H18F3NO,309.3,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,Neurotransmitter regulation,24-144,72,95,"CYP2D6, CYP2C9, CYP3A4",Norfluoxetine,"Nausea, headache, insomnia, sexual dysfunction","Serotonin syndrome, suicidal ideation, mania",Yes - increased suicide risk in youth,"MAOIs, pimozide","MAOIs, warfarin, phenytoin, tricyclics",C,Yes,"Prozac, Sarafem"
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Fluvoxamine,NbN_Glossary,5324346,CHEMBL807,DB00176,D07984,C15H21F3N2O2,318.3,COCCN=C(C1=CC=C(C=C1)C(F)(F)F)C2=CC=CC=N2,PWPQTRDKRAMNES-UHFFFAOYSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,Sigma-1 receptor agonism,15-20,53,80,"CYP1A2, CYP2D6",None significant,"Nausea, somnolence, insomnia, nervousness","Serotonin syndrome, hepatotoxicity",Yes - increased suicide risk in youth,"MAOIs, alosetron, tizanidine","MAOIs, theophylline, warfarin, clozapine",C,Yes,Luvox
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Paroxetine,NbN_Glossary,43815,CHEMBL490,DB00715,D05458,C19H20FNO3,329.4,C1CN[C@@H](C1)COC2=CC=C(C=C2)C[C@@H]3C[C@H](CO3)F,AHOUBRCZNHFOSL-YOEHRIQHSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,"Norepinephrine reuptake inhibition (weak), M1 receptor antagonism",21,50,95,"CYP2D6, CYP3A4",None significant,"Nausea, somnolence, insomnia, sexual dysfunction","Withdrawal syndrome, serotonin syndrome, birth defects",Yes - increased suicide risk in youth,"MAOIs, thioridazine, pimozide","MAOIs, warfarin, thioridazine, tramadol",D,Yes,"Paxil, Pexeva"
Serotonergic,,Serotonin,Reuptake inhibitor (SERT),Sertraline,NbN_Glossary,68617,CHEMBL809,DB01104,D00825,C17H17Cl2N,306.2,CN[C@@H]1CC[C@@H](C2=CC=CC=C21)C3=CC=C(C=C3)Cl,ZVJIHSHJGQPZJH-LBPRGKRZSA-N,SLC6A4,Serotonin transporter (SERT),Serotonin reuptake inhibition,Dopamine transporter inhibition (weak),22-36,44,98,"CYP2D6, CYP2C9, CYP3A4, CYP2C19",Desmethylsertraline,"Nausea, diarrhea, insomnia, sexual dysfunction","Serotonin syndrome, bleeding, hyponatremia",Yes - increased suicide risk in youth,"MAOIs, pimozide","MAOIs, warfarin, pimozide, NSAIDs",C,Yes,Zoloft
Serotonergic,,Serotonin,"Reuptake inhibitor (SERT), receptor partial agonist (5-HT1A)",Vilazodone,NbN_Glossary,6918670,CHEMBL506634,DB06684,D09996,C26H27N5O2,441.5,CCCCN1CCN(CC1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=C(C=C4)C#N,SAJPTUOQMCMBOZ-UHFFFAOYSA-N,"SLC6A4, HTR1A","Serotonin transporter (SERT), 5-HT1A receptor",Serotonin reuptake inhibition,5-HT1A partial agonism,25,72,96-99,CYP3A4,"M4, M5 metabolites","Nausea, diarrhea, vomiting, insomnia","Serotonin syndrome, bleeding",Yes - increased suicide risk in youth,MAOIs,"MAOIs, strong CYP3A4 inhibitors",C,No,Viibryd
Serotonergic,,Serotonin,"Reuptake inhibitor (SERT), receptor partial agonist (5-HT1A), receptor antagonist (5-HT3)",Vortioxetine,NbN_Glossary,11683518,CHEMBL1627718,DB06684,D10177,C18H22N2S,298.4,CC1=CC=C(C=C1)SC2=CC=CC=C2N3CCN(CC3)C,MVWVFYHBGVOFMR-UHFFFAOYSA-N,"SLC6A4, HTR1A, HTR3A, HTR1D, HTR1B, HTR7","SERT, 5-HT1A, 5-HT3, 5-HT1D, 5-HT1B, 5-HT7 receptors",Serotonin reuptake inhibition,Multiple serotonin receptor modulation,66,75,98,CYP2D6,None significant,"Nausea, constipation, vomiting","Serotonin syndrome, hyponatremia, bleeding",Yes - increased suicide risk in youth,MAOIs,"MAOIs, strong CYP2D6 inhibitors",C,No,"Trintellix, Brintellix"
Multi-neurotransmitter,,"Serotonin, Dopamine",Receptor antagonist (5-HT2 and D2),Iloperidone,NbN_Glossary,71360,CHEMBL1201396,DB04946,D04946,C24H27FN2O4,426.5,CCc1ccc(cc1)C(=O)N2CCN(CC2)CCOc3ccc(cc3F)C(=O)C,XKPKPGCRPQSGDS-UHFFFAOYSA-N,"HTR2A, DRD2","5-HT2A receptor, D2 dopamine receptor",Dopamine receptor antagonism,Serotonin receptor antagonism,18-33,96,95,"CYP2D6, CYP3A4","P88, P95 metabolites","Dizziness, dry mouth, fatigue, nasal congestion","QT prolongation, orthostatic hypotension, tardive dyskinesia",Yes - increased mortality in elderly with dementia,Dementia-related psychosis,"QT-prolonging drugs, CYP2D6 inhibitors",C,No,Fanapt
Multi-neurotransmitter,,"Serotonin, Dopamine",Receptor antagonist (5-HT2 and D2),Trimipramine,NbN_Glossary,5584,CHEMBL1201220,DB00726,D08638,C20H26N2,294.4,CN(C)CC[C@@H]1c2ccccc2CCc3c1cccc3,ZSCDBOWYZJDHAV-SFHVURJKSA-N,"HTR2A, HTR2C, DRD2, HRH1","5-HT2A, 5-HT2C, D2 receptors, H1 receptor",Neurotransmitter receptor antagonism,Norepinephrine reuptake inhibition,7-30,18,95,"CYP2D6, CYP2C19",Desmethyltrimipramine,"Sedation, dry mouth, constipation, weight gain","Cardiac arrhythmias, seizures, anticholinergic toxicity",Yes - increased suicide risk in youth,"MAOIs, acute MI","MAOIs, anticholinergic drugs, sympathomimetics",C,Yes,Surmontil
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Clomipramine,NbN_Glossary,2801,CHEMBL415,DB01242,D07727,C19H23ClN2,314.9,CN(C)CCCN1c2ccccc2CCc3c1cc(Cl)cc3,GDLIGKIOYRNHDA-UHFFFAOYSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Serotonin and norepinephrine reuptake inhibition,Histamine H1 receptor antagonism,19-37,50,97,"CYP2D6, CYP1A2, CYP2C19",Desmethylclomipramine (active),"Dry mouth, constipation, sedation, weight gain","Seizures, cardiac arrhythmias, anticholinergic toxicity",Yes - increased suicide risk in youth,"MAOIs, acute MI","MAOIs, anticholinergics, tramadol",C,Yes,Anafranil
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Desvenlafaxine,NbN_Glossary,125017,CHEMBL1118213,DB06700,D07791,C16H25NO2,263.4,CN(C)CC(c1ccc(O)cc1)C2CCCCC2,KYYIDSXMWOZKMP-UHFFFAOYSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Serotonin and norepinephrine reuptake inhibition,Weak dopamine reuptake inhibition,11,80,30,"CYP3A4, UGT",None significant,"Nausea, dizziness, insomnia, hyperhidrosis","Hypertension, serotonin syndrome, bleeding",Yes - increased suicide risk in youth,MAOIs,"MAOIs, NSAIDs, anticoagulants",C,Yes,Pristiq
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Dosulepin,NbN_Glossary,3155,CHEMBL2104751,DB09016,D07791,C19H21NS,295.4,CN(C)CCC=C1c2ccccc2Sc3c1cccc3,PHTUQLWOUWZIMZ-UHFFFAOYSA-N,"SLC6A4, SLC6A2, HRH1","SERT, NET, Histamine H1 receptor",Serotonin and norepinephrine reuptake inhibition,Histamine H1 receptor antagonism,15-40,30,84,CYP2D6,Desmethyldosulepin,"Drowsiness, dry mouth, constipation, weight gain","Cardiotoxicity, seizures, anticholinergic effects",Yes - increased suicide risk in youth,"MAOIs, recent MI","MAOIs, anticholinergics, alcohol",C,Yes,Prothiaden
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Duloxetine,NbN_Glossary,60835,CHEMBL120,DB00476,D07882,C18H19NOS,297.4,CNCCC(c1cccs1)c2ccc(cc2)C(F)(F)F,ZEUITGRIYCTCEM-KRWDZBQOSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Serotonin and norepinephrine reuptake inhibition,Weak dopamine reuptake inhibition,12,50,>90,"CYP1A2, CYP2D6",4-hydroxy duloxetine,"Nausea, dry mouth, somnolence, fatigue","Hepatotoxicity, hypertension, serotonin syndrome",Yes - increased suicide risk in youth,"MAOIs, narrow-angle glaucoma","MAOIs, CYP1A2 inhibitors, NSAIDs",C,Yes,Cymbalta
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Imipramine,NbN_Glossary,3696,CHEMBL28,DB00458,D08070,C19H24N2,280.4,CN(C)CCCN1c2ccccc2CCc3c1cccc3,BCGWQEUPMDMJNV-UHFFFAOYSA-N,"SLC6A4, SLC6A2, HRH1, CHRM1","SERT, NET, H1 receptor, M1 receptor",Serotonin and norepinephrine reuptake inhibition,"Anticholinergic effects, α1-adrenergic antagonism",11-25,29-77,90,"CYP2D6, CYP1A2, CYP2C19",Desipramine (active),"Dry mouth, constipation, sedation, orthostatic hypotension","Cardiac arrhythmias, seizures, anticholinergic toxicity",Yes - increased suicide risk in youth,"MAOIs, acute MI","MAOIs, anticholinergics, sympathomimetics",C,Yes,Tofranil
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Milnacipran,NbN_Glossary,65832,CHEMBL16970,DB04896,D01180,C15H22N2O,246.3,CC[C@H](CN(C)C)C(=O)Nc1ccccc1,GJJFMKBJSRMPLA-QMMMGPOBSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Balanced serotonin and norepinephrine reuptake inhibition,Minimal other receptor activity,8,85-90,13,CYP3A4,None significant,"Nausea, headache, constipation, dizziness","Hypertension, serotonin syndrome, bleeding",Yes - increased suicide risk in youth,"MAOIs, narrow-angle glaucoma","MAOIs, NSAIDs, anticoagulants",C,Yes,Savella
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Levomilnacipran,NbN_Glossary,9793016,CHEMBL1201606,DB04896,D04896,C15H22N2O,246.3,CC[C@@H](CN(C)C)C(=O)Nc1ccccc1,GJJFMKBJSRMPLA-ZETCQYMHSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Serotonin and norepinephrine reuptake inhibition,Minimal other receptor interactions,12,92,22,CYP3A4,None significant,"Nausea, vomiting, constipation, hyperhidrosis","Hypertension, serotonin syndrome, bleeding",Yes - increased suicide risk in youth,"MAOIs, narrow-angle glaucoma","MAOIs, NSAIDs, anticoagulants",C,Yes,Fetzima
Multi-neurotransmitter,,"Serotonin, Norepinephrine",Reuptake inhibitor (SERT and NET),Venlafaxine,NbN_Glossary,5656,CHEMBL637,DB00285,D08670,C17H27NO2,277.4,COc1ccc(cc1)[C@@H](CN(C)C)C2CCCCC2,PNVNVHUZROJLTJ-SFHVURJKSA-N,"SLC6A4, SLC6A2","Serotonin transporter (SERT), Norepinephrine transporter (NET)",Serotonin and norepinephrine reuptake inhibition,Weak dopamine reuptake inhibition,5,45,27,CYP2D6,O-desmethylvenlafaxine (desvenlafaxine),"Nausea, somnolence, dry mouth, dizziness","Hypertension, serotonin syndrome, withdrawal syndrome",Yes - increased suicide risk in youth,MAOIs,"MAOIs, NSAIDs, anticoagulants",C,Yes,Effexor
Multi-neurotransmitter,,"Serotonin, Norepinephrine","Reuptake inhibitor (SERT and NET), receptor antagonist (5-HT2)",Amitriptyline,NbN_Glossary,2160,CHEMBL6,DB00321,D07448,C20H23N,277.4,CN(C)CCC=C1c2ccccc2CCc3c1cccc3,KRMDKLBUBMIYHF-UHFFFAOYSA-N,"SLC6A4, SLC6A2, HTR2A, HRH1, CHRM1","SERT, NET, 5-HT2A receptor, H1 receptor, M1 receptor",Serotonin and norepinephrine reuptake inhibition,"5-HT2A antagonism, anticholinergic effects",10-1,30-60,95,"CYP2D6, CYP1A2, CYP2C19",Nortriptyline (active),"Sedation, dry mouth, constipation, weight gain","Cardiac arrhythmias, seizures, anticholinergic toxicity",Yes - increased suicide risk in youth,"MAOIs, acute MI","MAOIs, anticholinergics, sympathomimetics",C,Yes,"Elavil, Endep"
Multi-neurotransmitter,,"Serotonin, Norepinephrine, Dopamine",Enzyme inhibitor (MAO-A and -B),Isocarboxazid,NbN_Glossary,3759,CHEMBL892,DB01247,D08070,C12H13N3O2,231.3,COC(=O)N=Nc1ccc(cc1)C,FMPBZGGKAKAMSI-UHFFFAOYSA-N,"MAOA, MAOB",Monoamine oxidase A and B,Monoamine oxidase inhibition,Increased monoamine neurotransmitters,1.5-3,TBD,TBD,MAO enzymes,None,"Orthostatic hypotension, insomnia, dry mouth","Hypertensive crisis, serotonin syndrome",Yes - hypertensive crisis risk,"Pheochromocytoma, CHF, foods high in tyramine","Tyramine-rich foods, SSRIs, SNRIs, meperidine",C,Yes,Marplan
Multi-neurotransmitter,,"Serotonin, Norepinephrine, Dopamine",Enzyme inhibitor (MAO-A and -B),Phenelzine,NbN_Glossary,4766,CHEMBL934,DB00780,D05632,C8H12N2,136.2,NNCCC1=CC=CC=C1,SLXKOJJOQWFEFD-UHFFFAOYSA-N,"MAOA, MAOB",Monoamine oxidase A and B,Monoamine oxidase inhibition,"Increased serotonin, norepinephrine, dopamine",11.6,TBD,TBD,MAO enzymes,Phenylacetic acid,"Weight gain, sexual dysfunction, orthostatic hypotension","Hypertensive crisis, serotonin syndrome",Yes - hypertensive crisis risk,"Pheochromocytoma, CHF, foods high in tyramine","Tyramine-rich foods, SSRIs, SNRIs, sympathomimetics",C,Yes,Nardil
Multi-neurotransmitter,,"Serotonin, Norepinephrine, Dopamine","Enzyme inhibitor (MAO-A and -B), releaser (DA, NE)",Tranylcypromine,NbN_Glossary,5530,CHEMBL779,DB00752,D08620,C9H11N,133.2,NC[C@@H]1CC[C@@H]1c2ccccc2,TURCWNLGWRKLGM-RQJHMYQMSA-N,"MAOA, MAOB",Monoamine oxidase A and B,Monoamine oxidase inhibition,Monoamine release,2.5,50,TBD,MAO enzymes,None,"Insomnia, dry mouth, orthostatic hypotension","Hypertensive crisis, serotonin syndrome",Yes - hypertensive crisis risk,"Pheochromocytoma, CHF, cerebrovascular disease","Tyramine-rich foods, SSRIs, SNRIs, meperidine",C,Yes,Parnate
Multi-neurotransmitter,,"Serotonin, Norepinephrine, Dopamine",Reversible enzyme inhibitor (MAO-A),Moclobemide,NbN_Glossary,4235,CHEMBL16,DB01171,D02568,C13H17ClN2O2,268.7,COCCN(C)C(=O)c1ccc(Cl)cc1,HCZKYJDFEPMADG-UHFFFAOYSA-N,MAOA,Monoamine oxidase A,Reversible MAO-A inhibition,"Increased serotonin, norepinephrine, dopamine",1-3,80,50,"CYP2C19, CYP2D6",None significant,"Insomnia, nausea, agitation, dry mouth","Serotonin syndrome, hypertensive reactions (mild)",No,Concurrent serotonergic drugs,"SSRIs, SNRIs, sympathomimetics",C,Yes,"Aurorix, Manerix"
Multi-neurotransmitter,,"Serotonin, Dopamine, Norepinephrine","Receptor antagonist (5-HT2, D2, NE alpha-2)",Asenapine,NbN_Glossary,5258607,CHEMBL1213402,DB06196,D09265,C17H16ClNO,285.8,Cc1cccc2c1N3[C@@H]4CC[C@H]3C[C@@H](C4)N2C(=O)c5ccc(Cl)cc5,DMATQBUKSFZHOP-KBQPEKGNSA-N,"HTR2A, HTR2C, DRD2, ADRA2A, HRH1","5-HT2A, 5-HT2C, D2, α2-adrenergic, H1 receptors",Dopamine and serotonin receptor antagonism,Norepinephrine α2-adrenergic antagonism,24,35 (sublingual),95,"UGT1A4, CYP1A2",None significant,"Somnolence, dizziness, extrapyramidal symptoms","QT prolongation, tardive dyskinesia, neuroleptic malignant syndrome",Yes - increased mortality in elderly with dementia,Dementia-related psychosis,"QT-prolonging drugs, strong CYP1A2 inhibitors",C,No,Saphris
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Alprazolam,NbN_Glossary,2118,CHEMBL661,DB00404,D00225,C17H13ClN4,308.8,Cc1nnc2n1-c3ccc(Cl)cc3C(=N2)c4ccccc4,VREFGVBLTWBCJP-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,11-15,90,80,CYP3A4,α-hydroxyalprazolam,"Sedation, ataxia, memory impairment","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, CYP3A4 inhibitors",D,Yes,Xanax
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Chlordiazepoxide,NbN_Glossary,2712,CHEMBL6050,DB00475,D00267,C16H14ClN3O,299.8,CN=C(c1ccc(Cl)cc1)C2=Nc3ccccc3N2O,ANTSCNMPPGJYLG-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,5-30,100,90-98,CYP3A4,"Desmethylchlordiazepoxide, demoxepam","Sedation, ataxia, confusion","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,Yes,Librium
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Clonazepam,NbN_Glossary,2802,CHEMBL17,DB01068,D00280,C15H10ClN3O3,315.7,[O-][N+](=O)c1ccc2c(c1)C(=NCC(=O)N2)c3ccccc3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,30-40,90,85,CYP3A4,7-aminoclonazepam,"Sedation, ataxia, behavioral changes","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe liver disease","CNS depressants, CYP3A4 inhibitors",D,Yes,Klonopin
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Clorazepate,NbN_Glossary,2809,CHEMBL1200693,DB00628,D00280,C16H11ClN2O3,314.7,OC(=O)C1=Nc2ccc(Cl)cc2C(=N1)c3ccccc3,XDDJGVMJFWAHJX-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic enhancement,Chloride channel modulation,20-50,91,97-98,CYP3A4,Desmethyldiazepam,"Sedation, ataxia, confusion","Dependence, withdrawal, respiratory depression","Yes - CNS depression, abuse potential","Narrow-angle glaucoma, severe respiratory insufficiency","CNS depressants, alcohol",D,Yes,Tranxene
GABAergic,,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Diazepam,NbN_Glossary,3016,CHEMBL12,DB00829,D00293,C16H13ClN2O,284.7,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",GABA-A receptor complex,GABAergic inhibition,Chloride channel modulation,20-50,100,98-99,"CYP2C19, CYP3A4","Desmethyldiazepam, oxazepam, temazepam","Sedation, ataxia, confusion, amnesia","Respiratory depression, dependence, withdrawal","Yes - CNS depression, abuse potential","Myasthenia gravis, sleep apnea, severe hepatic impairment","CNS depressants, CYP2C19 inhibitors",D,Yes,"Valium, Diastat, Valrelease"
