target_table,disease_name,mondo_id,cluster,rdoc_domain,rdoc_construct,rdoc_subconstruct,hitop_spectrum,hitop_subfactor,sign,magnitude,weight,n_sources,sources,evidence_note
HiTOP,Frontotemporal dementia,MONDO:0017276,E_neurodegen,,,,Detachment,,1,0.75,+0.750,2,PMID:21810890; PMID:30422576,Apathy and loss of social engagement in bvFTD map to Detachment
HiTOP,Huntington disease,MONDO:0007739,E_neurodegen,,,,Internalizing,Distress,1,0.65,+0.650,2,PMID:36128678; PMID:27296904,Depression prevalence in HD ~30-50%; elevated suicide risk; Internalizing/Distress elevation
HiTOP,Huntington disease,MONDO:0007739,E_neurodegen,,,,Disinhibited Externalizing,,1,0.5,+0.500,2,PMID:36128678; PMID:27296904,"Irritability, aggression, impulsivity in HD reflect Disinhibited Externalizing elevation"
HiTOP,Huntington disease,MONDO:0007739,E_neurodegen,,,,Thought Disorder,,1,0.35,+0.350,2,PMID:36128678; PMID:27296904,Psychosis in HD (~3-11%) supports Thought Disorder elevation in subset of patients
HiTOP,Huntington disease,MONDO:0007739,E_neurodegen,,,,Detachment,,1,0.7,+0.700,2,PMID:36128678; PMID:27296904,Apathy elevation in HD maps to Detachment (motivational disengagement)
HiTOP,Multiple sclerosis,MONDO:0005301,E_neurodegen,,,,Internalizing,Distress,1,0.7,+0.700,2,PMID:26103030; PMID:38425686,"Depression in MS ~30%; lifetime prevalence elevated, mapping to Internalizing/Distress"
HiTOP,Multiple sclerosis,MONDO:0005301,E_neurodegen,,,,Somatoform,,1,0.5,+0.500,2,PMID:26103030; PMID:38425686,Fatigue and somatic symptom burden in MS map to Somatoform spectrum
HiTOP,Parkinson disease,MONDO:0005180,E_neurodegen,,,,Internalizing,Distress,1,0.6,+0.600,2,PMID:35750224; PMID:31743500,"Depression prevalence in PD ~35-40%, mapping to Internalizing/Distress"
HiTOP,Parkinson disease,MONDO:0005180,E_neurodegen,,,,Thought Disorder,,1,0.4,+0.400,2,PMID:41005778; PMID:34806620,Hallucinations and delusions in PD/PDD support Thought Disorder spectrum elevation
HiTOP,Parkinson disease,MONDO:0005180,E_neurodegen,,,,Detachment,,1,0.65,+0.650,2,PMID:35750224; PMID:38370450,Apathy in PD (~40%) — Detachment elevation independent of depression
HiTOP,Dravet syndrome,MONDO:0100135,F_epilepsy,,,,Internalizing,,1,0.3,+0.300,1,PMID:38229878,"Brunklaus 2024: behavioural problems in 81% at 10-yr follow-up, encompassing emotional dysregulation."
HiTOP,Dravet syndrome,MONDO:0100135,F_epilepsy,,,,Disinhibited Externalizing,,1,0.35,+0.350,1,PMID:38229878,Brunklaus 2024: behavioural problems 81% at 10-yr follow-up — includes externalizing/dysregulated behavior characteristic of severe DEEs.
HiTOP,Dravet syndrome,MONDO:0100135,F_epilepsy,,,,Detachment,,1,0.5,+0.500,2,PMID:38229878; PMID:31870807,Autistic-like social withdrawal and detachment in 77% (Brunklaus 2024); Bahceci 2019 mouse: social recognition memory impaired.
HiTOP,Epilepsy,MONDO:0005027,F_epilepsy,,,,Internalizing,,1,0.6,+0.600,2,PMID:23175727; PMID:28470748,Fiest 2013: active depression prevalence 23.1% in PWE (OR 2.77 vs general population); Scott 2017: depression 22.9% and anxiety 20.2% pooled — broad internalizing elevation.
HiTOP,Epilepsy,MONDO:0005027,F_epilepsy,,,,Internalizing,Distress,1,0.6,+0.600,2,PMID:23175727; PMID:28470748,Depression in epilepsy 22.9-23.1% pooled — distress (depression) subfactor elevated; Fiest 2013 OR 2.77.
HiTOP,Epilepsy,MONDO:0005027,F_epilepsy,,,,Internalizing,Fear,1,0.45,+0.450,1,PMID:28470748,Scott 2017: anxiety disorders 20.2% in PWE — Fear subfactor (panic/phobic) elevated.
HiTOP,Epilepsy,MONDO:0005027,F_epilepsy,,,,Thought Disorder,,1,0.25,+0.250,1,PMID:35074723,"Postictal psychosis described in ≥2% of PWE with delusions (67.5% persecutory), hallucinations (83.1%) — small but reproducible thought-disorder release."
HiTOP,Idiopathic generalized epilepsy,MONDO:0021018,F_epilepsy,,,,Internalizing,,1,0.3,+0.300,1,PMID:28470748,"Scott 2017: depression/anxiety pooled ~20-23% in PWE overall, no evidence IGE is exempt; modest internalizing elevation expected."
HiTOP,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,,,,Internalizing,,1,0.3,+0.300,1,PMID:28470748,JME shares the elevated anxiety/depression baseline of generalized epilepsies (Scott 2017 meta-analysis ~20-23% pooled in PWE).
HiTOP,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,,,,Disinhibited Externalizing,,1,0.5,+0.500,1,PMID:30530133,"Syvertsen 2019: JME associated with illicit drug use (OR 3.4), police charges (OR 4.2), ADHD assessment (OR 15.5 in women) — disinhibited externalizing pattern."
HiTOP,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,,,,Disinhibited Externalizing,Substance Abuse,1,0.4,+0.400,1,PMID:30530133,Syvertsen 2019: illicit recreational drug use OR 3.4 in JME vs other GGE (borderline significance).
HiTOP,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,,,,Disinhibited Externalizing,Antisocial Behavior,1,0.35,+0.350,1,PMID:30530133,Syvertsen 2019: police charges OR 4.2 in JME (borderline) — modest antisocial signal tied to impulsivity.
HiTOP,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,,,,Internalizing,Distress,1,0.6,+0.600,2,PMID:23175727; PMID:28470748,Depression elevated in TLE (TLE has highest comorbid depression among focal epilepsies); pooled 22.9% (Scott) and 23.1% (Fiest).
HiTOP,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,,,,Internalizing,Fear,1,0.55,+0.550,1,PMID:28470748,Anxiety/fear disorders pooled at 20.2% in PWE; ictal fear plus interictal anxiety strongly clustered in TLE samples.
HiTOP,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,,,,Thought Disorder,,1,0.4,+0.400,1,PMID:35074723,"Tarrada 2022: postictal psychosis predominantly occurs in TLE with hallucinations (83.1%), persecutory delusions (67.5%) — thought-disorder release after TLE seizures."
